cz,pop,parent,child,prop
31303,64467,3,4,0.215
31303,64467,4,4,0.237
31303,64467,5,4,0.212
31401,262282,1,4,0.185
31401,262282,2,4,0.217
31401,262282,3,4,0.233
31401,262282,4,4,0.236
31401,262282,5,4,0.213
31402,31286,1,4,0.203
31402,31286,2,4,0.208
31402,31286,3,4,0.225
31402,31286,4,4,0.241
31402,31286,5,4,0.244
31403,20908,1,4,0.216
31403,20908,2,4,0.202
31403,20908,3,4,0.238
31403,20908,4,4,0.227
31403,20908,5,4,0.289
31404,18377,1,4,0.195
31404,18377,2,4,0.255
31404,18377,3,4,0.191
31404,18377,4,4,0.236
31404,18377,5,4,0.275
31501,21848,1,4,0.166
31501,21848,2,4,0.194
31501,21848,3,4,0.205
31501,21848,4,4,0.208
31501,21848,5,4,0.25
31502,22118,1,4,0.161
31502,22118,2,4,0.19
31502,22118,3,4,0.224
31502,22118,4,4,0.211
31502,22118,5,4,0.218
31503,210580,1,4,0.144
31503,210580,2,4,0.174
31503,210580,3,4,0.2
31503,210580,4,4,0.232
31503,210580,5,4,0.25
31600,978369,1,4,0.15
31600,978369,2,4,0.176
31600,978369,3,4,0.199
31600,978369,4,4,0.221
31600,978369,5,4,0.23
31700,503493,1,4,0.139
31700,503493,2,4,0.177
31700,503493,3,4,0.205
31700,503493,4,4,0.225
31700,503493,5,4,0.226
31800,208437,1,4,0.123
31800,208437,2,4,0.179
31800,208437,3,4,0.227
31800,208437,4,4,0.241
31800,208437,5,4,0.243
31900,320912,1,4,0.155
31900,320912,2,4,0.193
31900,320912,3,4,0.206
31900,320912,4,4,0.232
31900,320912,5,4,0.226
32000,4504013,1,4,0.138
32000,4504013,2,4,0.176
32000,4504013,3,4,0.207
32000,4504013,4,4,0.223
32000,4504013,5,4,0.221
32100,497770,1,4,0.128
32100,497770,2,4,0.183
32100,497770,3,4,0.205
32100,497770,4,4,0.23
32100,497770,5,4,0.225
32201,191792,1,4,0.117
32201,191792,2,4,0.162
32201,191792,3,4,0.23
32201,191792,4,4,0.24
32201,191792,5,4,0.251
32202,103842,1,4,0.122
32202,103842,2,4,0.178
32202,103842,3,4,0.215
32202,103842,4,4,0.259
32202,103842,5,4,0.275
32301,113973,1,4,0.147
32301,113973,2,4,0.19
32301,113973,3,4,0.231
32301,113973,4,4,0.256
32301,113973,5,4,0.236
32302,23666,1,4,0.181
32302,23666,2,4,0.207
32302,23666,3,4,0.29
32302,23666,4,4,0.248
32302,23666,5,4,0.276
32303,6828,1,4,0.167
32303,6828,2,4,0.206
32303,6828,3,4,0.257
32303,6828,4,4,0.151
32303,6828,5,4,0.346
32304,35212,1,4,0.144
32304,35212,2,4,0.195
32304,35212,3,4,0.253
32304,35212,4,4,0.249
32304,35212,5,4,0.234
32305,49316,1,4,0.173
32305,49316,2,4,0.219
32305,49316,3,4,0.24
32305,49316,4,4,0.235
32305,49316,5,4,0.27
32306,47297,1,4,0.166
32306,47297,2,4,0.203
32306,47297,3,4,0.217
32306,47297,4,4,0.216
32306,47297,5,4,0.21
32401,54073,1,4,0.196
32401,54073,2,4,0.2
32401,54073,3,4,0.222
32401,54073,4,4,0.258
32401,54073,5,4,0.255
32402,20146,1,4,0.19
32402,20146,2,4,0.235
32402,20146,3,4,0.246
32402,20146,4,4,0.254
32402,20146,5,4,0.276
32403,26918,1,4,0.189
32403,26918,2,4,0.198
32403,26918,3,4,0.25
32403,26918,4,4,0.297
32403,26918,5,4,0.279
32501,191518,1,4,0.164
32501,191518,2,4,0.213
32501,191518,3,4,0.226
32501,191518,4,4,0.259
32501,191518,5,4,0.222
32502,9592,1,4,0.13
32502,9592,2,4,0.175
32502,9592,3,4,0.273
32502,9592,4,4,0.222
32502,9592,5,4,0.212
32503,15157,1,4,0.157
32503,15157,2,4,0.274
32503,15157,3,4,0.289
32503,15157,4,4,0.246
32503,15157,5,4,0.317
32601,151524,1,4,0.136
32601,151524,2,4,0.202
32601,151524,3,4,0.241
32601,151524,4,4,0.255
32601,151524,5,4,0.264
32602,28556,1,4,0.177
32602,28556,2,4,0.217
32602,28556,3,4,0.269
32602,28556,4,4,0.28
32602,28556,5,4,0.224
32604,21022,1,4,0.149
32604,21022,2,4,0.221
32604,21022,3,4,0.217
32604,21022,4,4,0.276
32604,21022,5,4,0.256
32701,58246,1,4,0.148
32701,58246,2,4,0.202
32701,58246,3,4,0.245
32701,58246,4,4,0.275
32701,58246,5,4,0.254
32702,55256,1,4,0.198
32702,55256,2,4,0.238
32702,55256,3,4,0.256
32702,55256,4,4,0.27
32702,55256,5,4,0.244
32801,281618,1,4,0.115
32801,281618,2,4,0.173
32801,281618,3,4,0.213
32801,281618,4,4,0.25
32801,281618,5,4,0.239
32802,100377,1,4,0.133
32802,100377,2,4,0.176
32802,100377,3,4,0.245
32802,100377,4,4,0.235
32802,100377,5,4,0.234
32900,330714,1,4,0.131
32900,330714,2,4,0.17
32900,330714,3,4,0.206
32900,330714,4,4,0.233
32900,330714,5,4,0.233
33000,1804370,1,4,0.134
33000,1804370,2,4,0.182
33000,1804370,3,4,0.214
33000,1804370,4,4,0.237
33000,1804370,5,4,0.235
33100,3405666,1,4,0.124
33100,3405666,2,4,0.162
33100,3405666,3,4,0.207
33100,3405666,4,4,0.231
33100,3405666,5,4,0.234
33200,185835,1,4,0.141
33200,185835,2,4,0.194
33200,185835,3,4,0.218
33200,185835,4,4,0.239
33200,185835,5,4,0.228
33300,434643,1,4,0.136
33300,434643,2,4,0.192
33300,434643,3,4,0.219
33300,434643,4,4,0.24
33300,434643,5,4,0.233
33400,289849,1,4,0.139
33400,289849,2,4,0.184
33400,289849,3,4,0.225
33400,289849,4,4,0.233
33400,289849,5,4,0.231
33500,235988,1,4,0.122
33500,235988,2,4,0.179
33500,235988,3,4,0.219
33500,235988,4,4,0.255
33500,235988,5,4,0.254
33601,171610,1,4,0.151
33601,171610,2,4,0.194
33601,171610,3,4,0.232
33601,171610,4,4,0.233
33601,171610,5,4,0.239
33602,48010,1,4,0.14
33602,48010,2,4,0.221
33602,48010,3,4,0.206
33602,48010,4,4,0.263
33602,48010,5,4,0.205
33603,9287,1,4,0.13
33603,9287,2,4,0.216
33603,9287,3,4,0.302
33603,9287,4,4,0.209
33603,9287,5,4,0.08
33700,117982,1,4,0.172
33700,117982,2,4,0.22
33700,117982,3,4,0.242
33700,117982,4,4,0.229
33700,117982,5,4,0.26
33801,60885,1,4,0.165
33801,60885,2,4,0.22
33801,60885,3,4,0.22
33801,60885,4,4,0.232
33801,60885,5,4,0.215
33802,75666,1,4,0.148
33802,75666,2,4,0.184
33802,75666,3,4,0.233
33802,75666,4,4,0.243
33802,75666,5,4,0.242
33803,1154246,1,4,0.134
33803,1154246,2,4,0.192
33803,1154246,3,4,0.231
33803,1154246,4,4,0.244
33803,1154246,5,4,0.232
33901,69207,1,4,0.139
33901,69207,2,4,0.198
33901,69207,3,4,0.22
33901,69207,4,4,0.249
33901,69207,5,4,0.207
33902,178371,1,4,0.131
33902,178371,2,4,0.187
33902,178371,3,4,0.228
33902,178371,4,4,0.248
33902,178371,5,4,0.252
34001,210357,1,4,0.119
34001,210357,2,4,0.173
34001,210357,3,4,0.217
34001,210357,4,4,0.243
34001,210357,5,4,0.23
34002,97397,1,4,0.145
34002,97397,2,4,0.19
34002,97397,3,4,0.227
34002,97397,4,4,0.257
34002,97397,5,4,0.248
34102,369296,1,4,0.167
34102,369296,2,4,0.185
34102,369296,3,4,0.225
34102,369296,4,4,0.228
34102,369296,5,4,0.239
34103,10195,1,4,0.168
34103,10195,2,4,0.172
34103,10195,3,4,0.219
34103,10195,4,4,0.229
34103,10195,5,4,0.194
34105,7208,1,4,0.081
34105,7208,2,4,0.132
34105,7208,3,4,0.174
34105,7208,4,4,0.185
34105,7208,5,4,0.224
34106,9196,1,4,0.088
34106,9196,2,4,0.127
34106,9196,3,4,0.16
34106,9196,4,4,0.24
34106,9196,5,4,0.197
34107,6745,1,4,0.072
34107,6745,2,4,0.142
34107,6745,3,4,0.227
34107,6745,4,4,0.16
34107,6745,5,4,0.254
34108,13913,1,4,0.208
34108,13913,2,4,0.192
34108,13913,3,4,0.208
34108,13913,4,4,0.207
34108,13913,5,4,0.249
34109,37347,1,4,0.132
34109,37347,2,4,0.169
34109,37347,3,4,0.216
34109,37347,4,4,0.237
34109,37347,5,4,0.248
34110,15519,1,4,0.181
34110,15519,2,4,0.188
34110,15519,3,4,0.206
34110,15519,4,4,0.262
34110,15519,5,4,0.252
34111,20216,1,4,0.107
34111,20216,2,4,0.209
34111,20216,3,4,0.197
34111,20216,4,4,0.234
34111,20216,5,4,0.232
34112,23034,1,4,0.075
34112,23034,2,4,0.123
34112,23034,3,4,0.157
34112,23034,4,4,0.208
34112,23034,5,4,0.229
34113,7385,1,4,0.1
34113,7385,2,4,0.173
34113,7385,3,4,0.173
34113,7385,4,4,0.184
34113,7385,5,4,0.262
34115,97458,1,4,0.15
34115,97458,2,4,0.2
34115,97458,3,4,0.207
34115,97458,4,4,0.223
34115,97458,5,4,0.25
34201,25840,1,4,0.12
34201,25840,2,4,0.194
34201,25840,3,4,0.256
34201,25840,4,4,0.263
34201,25840,5,4,0.22
34202,24938,1,4,0.091
34202,24938,2,4,0.159
34202,24938,3,4,0.219
34202,24938,4,4,0.278
34202,24938,5,4,0.245
34203,95101,1,4,0.153
34203,95101,2,4,0.207
34203,95101,3,4,0.232
34203,95101,4,4,0.25
34203,95101,5,4,0.234
34204,12386,1,4,0.19
34204,12386,2,4,0.268
34204,12386,3,4,0.249
34204,12386,4,4,0.236
34204,12386,5,4,0.212
34301,37247,1,4,0.241
34301,37247,2,4,0.263
34301,37247,3,4,0.268
34301,37247,4,4,0.261
34301,37247,5,4,0.226
34302,13171,1,4,0.221
34302,13171,2,4,0.242
34302,13171,3,4,0.222
34302,13171,4,4,0.269
34302,13171,5,4,0.254
34303,35804,1,4,0.131
34303,35804,2,4,0.192
34303,35804,3,4,0.242
34303,35804,4,4,0.241
34303,35804,5,4,0.247
34304,46306,1,4,0.146
34304,46306,2,4,0.211
34304,46306,3,4,0.226
34304,46306,4,4,0.26
34304,46306,5,4,0.21
34305,12895,1,4,0.187
34305,12895,2,4,0.267
34305,12895,3,4,0.203
34305,12895,4,4,0.306
34305,12895,5,4,0.221
34307,12102,1,4,0.108
34307,12102,2,4,0.187
34307,12102,3,4,0.198
34307,12102,4,4,0.255
34307,12102,5,4,0.235
34308,152638,1,4,0.173
34308,152638,2,4,0.213
34308,152638,3,4,0.24
34308,152638,4,4,0.252
34308,152638,5,4,0.241
34401,9202,1,4,0.208
34401,9202,2,4,0.23
34401,9202,3,4,0.241
34401,9202,4,4,0.246
34401,9202,5,4,0.288
34402,93985,1,4,0.157
34402,93985,2,4,0.221
34402,93985,3,4,0.222
34402,93985,4,4,0.259
34402,93985,5,4,0.225
34403,70150,1,4,0.145
34403,70150,2,4,0.23
34403,70150,3,4,0.237
34403,70150,4,4,0.253
34403,70150,5,4,0.26
34404,54033,1,4,0.164
34404,54033,2,4,0.211
34404,54033,3,4,0.218
34404,54033,4,4,0.244
34404,54033,5,4,0.245
34501,9871,1,4,0.168
34501,9871,2,4,0.261
34501,9871,3,4,0.253
34501,9871,4,4,0.237
34501,9871,5,4,0.258
34502,18837,1,4,0.192
34502,18837,2,4,0.214
34502,18837,3,4,0.207
34502,18837,4,4,0.249
34502,18837,5,4,0.333
34503,111205,1,4,0.165
34503,111205,2,4,0.205
34503,111205,3,4,0.22
34503,111205,4,4,0.256
34503,111205,5,4,0.246
34504,135756,1,4,0.165
34504,135756,2,4,0.208
34504,135756,3,4,0.218
34504,135756,4,4,0.241
34504,135756,5,4,0.243
34601,46229,1,4,0.154
34601,46229,2,4,0.237
34601,46229,3,4,0.24
34601,46229,4,4,0.22
34601,46229,5,4,0.201
34602,15639,1,4,0.156
34602,15639,2,4,0.229
34602,15639,3,4,0.238
34602,15639,4,4,0.227
34602,15639,5,4,0.24
34603,78585,1,4,0.182
34603,78585,2,4,0.21
34603,78585,3,4,0.242
34603,78585,4,4,0.236
34603,78585,5,4,0.215
34701,876156,1,4,0.167
34701,876156,2,4,0.204
34701,876156,3,4,0.22
34701,876156,4,4,0.241
34701,876156,5,4,0.246
34702,58463,1,4,0.179
34702,58463,2,4,0.188
34702,58463,3,4,0.241
34702,58463,4,4,0.257
34702,58463,5,4,0.266
34703,128241,1,4,0.17
34703,128241,2,4,0.197
34703,128241,3,4,0.222
34703,128241,4,4,0.242
34703,128241,5,4,0.237
34801,49495,1,4,0.125
34801,49495,2,4,0.18
34801,49495,3,4,0.215
34801,49495,4,4,0.242
34801,49495,5,4,0.19
34802,218804,1,4,0.125
34802,218804,2,4,0.167
34802,218804,3,4,0.213
34802,218804,4,4,0.205
34802,218804,5,4,0.226
34803,10965,1,4,0.132
34803,10965,2,4,0.216
34803,10965,3,4,0.244
34803,10965,4,4,0.243
34803,10965,5,4,0.157
34805,46190,1,4,0.162
34805,46190,2,4,0.223
34805,46190,3,4,0.239
34805,46190,4,4,0.272
34805,46190,5,4,0.264
34901,755244,1,4,0.123
34901,755244,2,4,0.171
34901,755244,3,4,0.199
34901,755244,4,4,0.232
34901,755244,5,4,0.232
34902,21621,1,4,0.119
34902,21621,2,4,0.192
34902,21621,3,4,0.27
34902,21621,4,4,0.154
34902,21621,5,4,0.175
35001,3303211,1,4,0.136
35001,3303211,2,4,0.174
35001,3303211,3,4,0.216
35001,3303211,4,4,0.242
35001,3303211,5,4,0.245
35002,42036,1,4,0.151
35002,42036,2,4,0.22
35002,42036,3,4,0.252
35002,42036,4,4,0.285
35002,42036,5,4,0.293
35100,999882,1,4,0.125
35100,999882,2,4,0.167
35100,999882,3,4,0.197
35100,999882,4,4,0.232
35100,999882,5,4,0.233
35201,187857,1,4,0.169
35201,187857,2,4,0.201
35201,187857,3,4,0.241
35201,187857,4,4,0.256
35201,187857,5,4,0.245
35202,14746,1,4,0.204
35202,14746,2,4,0.209
35202,14746,3,4,0.234
35202,14746,4,4,0.261
35202,14746,5,4,0.236
35300,168198,1,4,0.118
35300,168198,2,4,0.175
35300,168198,3,4,0.21
35300,168198,4,4,0.223
35300,168198,5,4,0.22
35401,289883,1,4,0.158
35401,289883,2,4,0.177
35401,289883,3,4,0.204
35401,289883,4,4,0.237
35401,289883,5,4,0.237
35402,40087,1,4,0.14
35402,40087,2,4,0.209
35402,40087,3,4,0.268
35402,40087,4,4,0.241
35402,40087,5,4,0.225
35500,241691,1,4,0.088
35500,241691,2,4,0.129
35500,241691,3,4,0.162
35500,241691,4,4,0.203
35500,241691,5,4,0.219
35600,148677,1,4,0.148
35600,148677,2,4,0.18
35600,148677,3,4,0.213
35600,148677,4,4,0.232
35600,148677,5,4,0.238
35701,120807,1,4,0.173
35701,120807,2,4,0.229
35701,120807,3,4,0.256
35701,120807,4,4,0.277
35701,120807,5,4,0.266
35702,41590,1,4,0.212
35702,41590,2,4,0.245
35702,41590,3,4,0.297
35702,41590,4,4,0.308
35702,41590,5,4,0.318
35801,493970,1,4,0.161
35801,493970,2,4,0.201
35801,493970,3,4,0.222
35801,493970,4,4,0.259
35801,493970,5,4,0.253
35802,62170,1,4,0.145
35802,62170,2,4,0.206
35802,62170,3,4,0.267
35802,62170,4,4,0.274
35802,62170,5,4,0.252
35803,11127,1,4,0.171
35803,11127,2,4,0.222
35803,11127,3,4,0.216
35803,11127,4,4,0.245
35803,11127,5,4,0.137
35901,130138,1,4,0.193
35901,130138,2,4,0.249
35901,130138,3,4,0.275
35901,130138,4,4,0.301
35901,130138,5,4,0.303
35902,54045,1,4,0.217
35902,54045,2,4,0.251
35902,54045,3,4,0.293
35902,54045,4,4,0.315
35902,54045,5,4,0.306
35903,8485,1,4,0.213
35903,8485,2,4,0.174
35903,8485,3,4,0.306
35903,8485,4,4,0.328
35903,8485,5,4,0.294
35904,25012,1,4,0.231
35904,25012,2,4,0.277
35904,25012,3,4,0.295
35904,25012,4,4,0.335
35904,25012,5,4,0.337
36000,389179,1,4,0.212
36000,389179,2,4,0.255
36000,389179,3,4,0.284
36000,389179,4,4,0.301
36000,389179,5,4,0.291
36100,1426729,1,4,0.18
36100,1426729,2,4,0.228
36100,1426729,3,4,0.273
36100,1426729,4,4,0.301
36100,1426729,5,4,0.288
36200,149590,1,4,0.237
36200,149590,2,4,0.268
36200,149590,3,4,0.319
36200,149590,4,4,0.332
36200,149590,5,4,0.317
36301,269722,1,4,0.179
36301,269722,2,4,0.234
36301,269722,3,4,0.265
36301,269722,4,4,0.29
36301,269722,5,4,0.287
36302,12148,1,4,0.197
36302,12148,2,4,0.219
36302,12148,3,4,0.26
36302,12148,4,4,0.272
36302,12148,5,4,0.267
36303,24250,1,4,0.234
36303,24250,2,4,0.274
36303,24250,3,4,0.277
36303,24250,4,4,0.256
36303,24250,5,4,0.244
36401,38860,1,4,0.178
36401,38860,2,4,0.218
36401,38860,3,4,0.225
36401,38860,4,4,0.233
36401,38860,5,4,0.217
36402,39595,1,4,0.167
36402,39595,2,4,0.235
36402,39595,3,4,0.261
36402,39595,4,4,0.277
36402,39595,5,4,0.261
36403,13715,1,4,0.199
36403,13715,2,4,0.29
36403,13715,3,4,0.342
36403,13715,4,4,0.286
36403,13715,5,4,0.241
36404,80730,1,4,0.158
36404,80730,2,4,0.232
36404,80730,3,4,0.248
36404,80730,4,4,0.235
36404,80730,5,4,0.24
36501,151353,1,4,0.156
36501,151353,2,4,0.187
36501,151353,3,4,0.219
36501,151353,4,4,0.238
36501,151353,5,4,0.268
36502,7609,1,4,0.152
36502,7609,2,4,0.196
36502,7609,3,4,0.166
36502,7609,4,4,0.365
36502,7609,5,4,0.111
36503,7422,1,4,0.145
36503,7422,2,4,0.219
36503,7422,3,4,0.3
36503,7422,4,4,0.29
36503,7422,5,4,0.275
36600,219295,1,4,0.14
36600,219295,2,4,0.175
36600,219295,3,4,0.215
36600,219295,4,4,0.235
36600,219295,5,4,0.223
36700,139540,1,4,0.133
36700,139540,2,4,0.16
36700,139540,3,4,0.202
36700,139540,4,4,0.223
36700,139540,5,4,0.214
36800,256995,1,4,0.139
36800,256995,2,4,0.168
36800,256995,3,4,0.217
36800,256995,4,4,0.234
36800,256995,5,4,0.221
36901,48644,1,4,0.114
36901,48644,2,4,0.184
36901,48644,3,4,0.205
36901,48644,4,4,0.263
36901,48644,5,4,0.223
36902,163178,1,4,0.132
36902,163178,2,4,0.174
36902,163178,3,4,0.208
36902,163178,4,4,0.235
36902,163178,5,4,0.231
37000,729182,1,4,0.152
37000,729182,2,4,0.194
37000,729182,3,4,0.212
37000,729182,4,4,0.231
37000,729182,5,4,0.232
37100,661645,1,4,0.157
37100,661645,2,4,0.198
37100,661645,3,4,0.217
37100,661645,4,4,0.22
37100,661645,5,4,0.227
37200,1419998,1,4,0.141
37200,1419998,2,4,0.183
37200,1419998,3,4,0.2
37200,1419998,4,4,0.221
37200,1419998,5,4,0.227
37300,387577,1,4,0.151
37300,387577,2,4,0.194
37300,387577,3,4,0.207
37300,387577,4,4,0.214
37300,387577,5,4,0.228
37400,2570609,1,4,0.151
37400,2570609,2,4,0.187
37400,2570609,3,4,0.206
37400,2570609,4,4,0.227
37400,2570609,5,4,0.231
37500,2393183,1,4,0.17
37500,2393183,2,4,0.194
37500,2393183,3,4,0.21
37500,2393183,4,4,0.217
37500,2393183,5,4,0.208
37601,61917,1,4,0.147
37601,61917,2,4,0.186
37601,61917,3,4,0.219
37601,61917,4,4,0.216
37601,61917,5,4,0.242
37602,22799,1,4,0.159
37602,22799,2,4,0.189
37602,22799,3,4,0.207
37602,22799,4,4,0.243
37602,22799,5,4,0.211
37603,24379,1,4,0.165
37603,24379,2,4,0.187
37603,24379,3,4,0.213
37603,24379,4,4,0.239
37603,24379,5,4,0.252
37604,453825,1,4,0.151
37604,453825,2,4,0.179
37604,453825,3,4,0.21
37604,453825,4,4,0.238
37604,453825,5,4,0.24
37700,603188,1,4,0.148
37700,603188,2,4,0.186
37700,603188,3,4,0.206
37700,603188,4,4,0.225
37700,603188,5,4,0.217
37800,4642561,1,4,0.157
37800,4642561,2,4,0.192
37800,4642561,3,4,0.209
37800,4642561,4,4,0.223
37800,4642561,5,4,0.224
37901,1568418,1,4,0.138
37901,1568418,2,4,0.171
37901,1568418,3,4,0.201
37901,1568418,4,4,0.225
37901,1568418,5,4,0.233
37903,30798,1,4,0.174
37903,30798,2,4,0.222
37903,30798,3,4,0.222
37903,30798,4,4,0.23
37903,30798,5,4,0.229
38000,2813833,1,4,0.161
38000,2813833,2,4,0.19
38000,2813833,3,4,0.21
38000,2813833,4,4,0.23
38000,2813833,5,4,0.223
38100,302387,1,4,0.154
38100,302387,2,4,0.197
38100,302387,3,4,0.216
38100,302387,4,4,0.217
38100,302387,5,4,0.224
38200,646028,1,4,0.165
38200,646028,2,4,0.202
38200,646028,3,4,0.225
38200,646028,4,4,0.227
38200,646028,5,4,0.216
38300,16393360,1,4,0.158
38300,16393360,2,4,0.187
38300,16393360,3,4,0.204
38300,16393360,4,4,0.217
38300,16393360,5,4,0.219
38401,88546,1,4,0.157
38401,88546,2,4,0.207
38401,88546,3,4,0.258
38401,88546,4,4,0.273
38401,88546,5,4,0.239
38402,75675,1,4,0.148
38402,75675,2,4,0.223
38402,75675,3,4,0.228
38402,75675,4,4,0.246
38402,75675,5,4,0.244
38501,91126,1,4,0.171
38501,91126,2,4,0.226
38501,91126,3,4,0.249
38501,91126,4,4,0.261
38501,91126,5,4,0.249
38502,99219,1,4,0.179
38502,99219,2,4,0.202
38502,99219,3,4,0.229
38502,99219,4,4,0.259
38502,99219,5,4,0.25
38601,608317,1,4,0.163
38601,608317,2,4,0.2
38601,608317,3,4,0.228
38601,608317,4,4,0.246
38601,608317,5,4,0.243
38602,86890,1,4,0.156
38602,86890,2,4,0.197
38602,86890,3,4,0.238
38602,86890,4,4,0.261
38602,86890,5,4,0.239
38700,220580,1,4,0.138
38700,220580,2,4,0.184
38700,220580,3,4,0.224
38700,220580,4,4,0.235
38700,220580,5,4,0.236
38801,1842889,1,4,0.143
38801,1842889,2,4,0.184
38801,1842889,3,4,0.209
38801,1842889,4,4,0.232
38801,1842889,5,4,0.233
38802,65297,1,4,0.17
38802,65297,2,4,0.21
38802,65297,3,4,0.228
38802,65297,4,4,0.249
38802,65297,5,4,0.284
38901,936387,1,4,0.139
38901,936387,2,4,0.181
38901,936387,3,4,0.211
38901,936387,4,4,0.239
38901,936387,5,4,0.239
38902,68741,1,4,0.149
38902,68741,2,4,0.179
38902,68741,3,4,0.202
38902,68741,4,4,0.228
38902,68741,5,4,0.229
39000,255943,1,4,0.149
39000,255943,2,4,0.192
39000,255943,3,4,0.231
39000,255943,4,4,0.253
39000,255943,5,4,0.25
39100,332609,1,4,0.159
39100,332609,2,4,0.2
39100,332609,3,4,0.217
39100,332609,4,4,0.244
39100,332609,5,4,0.243
39201,41271,1,4,0.17
39201,41271,2,4,0.212
39201,41271,3,4,0.235
39201,41271,4,4,0.288
39201,41271,5,4,0.265
39202,7226,1,4,0.216
39202,7226,2,4,0.141
39202,7226,3,4,0.261
39202,7226,4,4,0.277
39202,7226,5,4,0.309
39203,153558,1,4,0.145
39203,153558,2,4,0.184
39203,153558,3,4,0.222
39203,153558,4,4,0.236
39203,153558,5,4,0.244
39205,7935,1,4,0.183
39205,7935,2,4,0.243
39205,7935,3,4,0.238
39205,7935,4,4,0.265
39205,7935,5,4,0.385
39301,14077,1,4,0.107
39301,14077,2,4,0.192
39301,14077,3,4,0.194
39301,14077,4,4,0.21
39301,14077,5,4,0.232
39302,166814,1,4,0.165
39302,166814,2,4,0.196
39302,166814,3,4,0.229
39302,166814,4,4,0.25
39302,166814,5,4,0.235
39303,90478,1,4,0.135
39303,90478,2,4,0.192
39303,90478,3,4,0.216
39303,90478,4,4,0.26
39303,90478,5,4,0.217
39400,3775744,1,4,0.154
39400,3775744,2,4,0.193
39400,3775744,3,4,0.22
39400,3775744,4,4,0.241
39400,3775744,5,4,0.242
100,576081,1,5,0.062
100,576081,2,5,0.097
100,576081,3,5,0.166
100,576081,4,5,0.229
100,576081,5,5,0.33
200,227816,1,5,0.054
200,227816,2,5,0.095
200,227816,3,5,0.143
200,227816,4,5,0.23
200,227816,5,5,0.296
301,66708,1,5,0.073
301,66708,2,5,0.109
301,66708,3,5,0.181
301,66708,4,5,0.248
301,66708,5,5,0.328
302,727600,1,5,0.056
302,727600,2,5,0.104
302,727600,3,5,0.163
302,727600,4,5,0.239
302,727600,5,5,0.32
401,493180,1,5,0.045
401,493180,2,5,0.097
401,493180,3,5,0.146
401,493180,4,5,0.219
401,493180,5,5,0.329
402,92753,1,5,0.052
402,92753,2,5,0.101
402,92753,3,5,0.169
402,92753,4,5,0.283
402,92753,5,5,0.331
500,1055133,1,5,0.047
500,1055133,2,5,0.089
500,1055133,3,5,0.152
500,1055133,4,5,0.221
500,1055133,5,5,0.321
601,90016,1,5,0.052
601,90016,2,5,0.105
601,90016,3,5,0.164
601,90016,4,5,0.253
601,90016,5,5,0.338
602,64676,1,5,0.08
602,64676,2,5,0.105
602,64676,3,5,0.182
602,64676,4,5,0.277
602,64676,5,5,0.371
700,354533,1,5,0.043
700,354533,2,5,0.07
700,354533,3,5,0.145
700,354533,4,5,0.217
700,354533,5,5,0.335
800,413331,1,5,0.052
800,413331,2,5,0.081
800,413331,3,5,0.144
800,413331,4,5,0.219
800,413331,5,5,0.338
900,1423942,1,5,0.044
900,1423942,2,5,0.082
900,1423942,3,5,0.148
900,1423942,4,5,0.22
900,1423942,5,5,0.334
1001,77361,1,5,0.056
1001,77361,2,5,0.096
1001,77361,3,5,0.149
1001,77361,4,5,0.194
1001,77361,5,5,0.257
1002,164760,1,5,0.054
1002,164760,2,5,0.097
1002,164760,3,5,0.143
1002,164760,4,5,0.21
1002,164760,5,5,0.302
1100,375363,1,5,0.045
1100,375363,2,5,0.084
1100,375363,3,5,0.135
1100,375363,4,5,0.212
1100,375363,5,5,0.326
1201,44861,1,5,0.057
1201,44861,2,5,0.115
1201,44861,3,5,0.154
1201,44861,4,5,0.195
1201,44861,5,5,0.307
1202,54082,1,5,0.061
1202,54082,2,5,0.098
1202,54082,3,5,0.164
1202,54082,4,5,0.231
1202,54082,5,5,0.272
1203,398505,1,5,0.063
1203,398505,2,5,0.102
1203,398505,3,5,0.153
1203,398505,4,5,0.211
1203,398505,5,5,0.298
1204,59681,1,5,0.08
1204,59681,2,5,0.117
1204,59681,3,5,0.148
1204,59681,4,5,0.218
1204,59681,5,5,0.266
1301,71586,1,5,0.03
1301,71586,2,5,0.058
1301,71586,3,5,0.118
1301,71586,4,5,0.232
1301,71586,5,5,0.33
1302,548986,1,5,0.036
1302,548986,2,5,0.08
1302,548986,3,5,0.15
1302,548986,4,5,0.223
1302,548986,5,5,0.316
1400,644101,1,5,0.038
1400,644101,2,5,0.069
1400,644101,3,5,0.125
1400,644101,4,5,0.192
1400,644101,5,5,0.281
1500,361559,1,5,0.042
1500,361559,2,5,0.088
1500,361559,3,5,0.143
1500,361559,4,5,0.2
1500,361559,5,5,0.292
1600,216840,1,5,0.032
1600,216840,2,5,0.067
1600,216840,3,5,0.141
1600,216840,4,5,0.238
1600,216840,5,5,0.312
1701,1412127,1,5,0.05
1701,1412127,2,5,0.09
1701,1412127,3,5,0.158
1701,1412127,4,5,0.236
1701,1412127,5,5,0.329
1702,62926,1,5,0.034
1702,62926,2,5,0.058
1702,62926,3,5,0.133
1702,62926,4,5,0.223
1702,62926,5,5,0.306
1800,222553,1,5,0.045
1800,222553,2,5,0.087
1800,222553,3,5,0.154
1800,222553,4,5,0.234
1800,222553,5,5,0.352
1900,536909,1,5,0.047
1900,536909,2,5,0.093
1900,536909,3,5,0.159
