cz,pop,parent,child,prop
6502,203077,1,2,0.255
6502,203077,2,2,0.233
6502,203077,3,2,0.202
6502,203077,4,2,0.178
6502,203077,5,2,0.141
6600,418304,1,2,0.298
6600,418304,2,2,0.271
6600,418304,3,2,0.231
6600,418304,4,2,0.179
6600,418304,5,2,0.137
6700,2395997,1,2,0.318
6700,2395997,2,2,0.27
6700,2395997,3,2,0.223
6700,2395997,4,2,0.179
6700,2395997,5,2,0.136
6800,598228,1,2,0.342
6800,598228,2,2,0.283
6800,598228,3,2,0.234
6800,598228,4,2,0.187
6800,598228,5,2,0.134
6900,763795,1,2,0.302
6900,763795,2,2,0.268
6900,763795,3,2,0.223
6900,763795,4,2,0.185
6900,763795,5,2,0.145
7000,3955969,1,2,0.327
7000,3955969,2,2,0.29
7000,3955969,3,2,0.242
7000,3955969,4,2,0.202
7000,3955969,5,2,0.151
7100,1533306,1,2,0.324
7100,1533306,2,2,0.28
7100,1533306,3,2,0.232
7100,1533306,4,2,0.19
7100,1533306,5,2,0.142
7200,692265,1,2,0.31
7200,692265,2,2,0.264
7200,692265,3,2,0.211
7200,692265,4,2,0.193
7200,692265,5,2,0.153
7300,589177,1,2,0.296
7300,589177,2,2,0.25
7300,589177,3,2,0.233
7300,589177,4,2,0.185
7300,589177,5,2,0.14
7400,1697906,1,2,0.321
7400,1697906,2,2,0.284
7400,1697906,3,2,0.229
7400,1697906,4,2,0.185
7400,1697906,5,2,0.143
7500,563598,1,2,0.314
7500,563598,2,2,0.273
7500,563598,3,2,0.233
7500,563598,4,2,0.171
7500,563598,5,2,0.155
7600,1176696,1,2,0.314
7600,1176696,2,2,0.27
7600,1176696,3,2,0.225
7600,1176696,4,2,0.178
7600,1176696,5,2,0.14
7700,149695,1,2,0.319
7700,149695,2,2,0.272
7700,149695,3,2,0.213
7700,149695,4,2,0.165
7700,149695,5,2,0.127
7800,377001,1,2,0.311
7800,377001,2,2,0.271
7800,377001,3,2,0.219
7800,377001,4,2,0.182
7800,377001,5,2,0.148
7900,320199,1,2,0.318
7900,320199,2,2,0.273
7900,320199,3,2,0.216
7900,320199,4,2,0.161
7900,320199,5,2,0.134
8000,209914,1,2,0.355
8000,209914,2,2,0.312
8000,209914,3,2,0.234
8000,209914,4,2,0.183
8000,209914,5,2,0.122
8100,722201,1,2,0.341
8100,722201,2,2,0.298
8100,722201,3,2,0.23
8100,722201,4,2,0.182
8100,722201,5,2,0.136
8201,72733,1,2,0.357
8201,72733,2,2,0.321
8201,72733,3,2,0.228
8201,72733,4,2,0.185
8201,72733,5,2,0.135
8202,587297,1,2,0.329
8202,587297,2,2,0.287
8202,587297,3,2,0.228
8202,587297,4,2,0.187
8202,587297,5,2,0.14
8300,894291,1,2,0.321
8300,894291,2,2,0.282
8300,894291,3,2,0.222
8300,894291,4,2,0.18
8300,894291,5,2,0.131
8401,525842,1,2,0.368
8401,525842,2,2,0.318
8401,525842,3,2,0.256
8401,525842,4,2,0.203
8401,525842,5,2,0.142
8402,35518,1,2,0.375
8402,35518,2,2,0.327
8402,35518,3,2,0.251
8402,35518,4,2,0.16
8402,35518,5,2,0.123
8501,27415,1,2,0.401
8501,27415,2,2,0.324
8501,27415,3,2,0.268
8501,27415,4,2,0.194
8501,27415,5,2,0.082
8502,42098,1,2,0.38
8502,42098,2,2,0.343
8502,42098,3,2,0.232
8502,42098,4,2,0.189
8502,42098,5,2,0.104
8503,241530,1,2,0.371
8503,241530,2,2,0.309
8503,241530,3,2,0.215
8503,241530,4,2,0.181
8503,241530,5,2,0.131
8601,113122,1,2,0.338
8601,113122,2,2,0.292
8601,113122,3,2,0.233
8601,113122,4,2,0.184
8601,113122,5,2,0.128
8602,93044,1,2,0.365
8602,93044,2,2,0.298
8602,93044,3,2,0.238
8602,93044,4,2,0.184
8602,93044,5,2,0.162
8701,131279,1,2,0.335
8701,131279,2,2,0.281
8701,131279,3,2,0.233
8701,131279,4,2,0.184
8701,131279,5,2,0.161
8702,111346,1,2,0.381
8702,111346,2,2,0.319
8702,111346,3,2,0.233
8702,111346,4,2,0.184
8702,111346,5,2,0.151
8800,434615,1,2,0.373
8800,434615,2,2,0.317
8800,434615,3,2,0.258
8800,434615,4,2,0.192
8800,434615,5,2,0.158
8900,386870,1,2,0.382
8900,386870,2,2,0.318
8900,386870,3,2,0.234
8900,386870,4,2,0.201
8900,386870,5,2,0.137
9001,108438,1,2,0.333
9001,108438,2,2,0.297
9001,108438,3,2,0.219
9001,108438,4,2,0.167
9001,108438,5,2,0.121
9002,83808,1,2,0.374
9002,83808,2,2,0.37
9002,83808,3,2,0.266
9002,83808,4,2,0.232
9002,83808,5,2,0.137
9003,74610,1,2,0.358
9003,74610,2,2,0.307
9003,74610,3,2,0.231
9003,74610,4,2,0.172
9003,74610,5,2,0.118
9100,3798017,1,2,0.364
9100,3798017,2,2,0.324
9100,3798017,3,2,0.255
9100,3798017,4,2,0.207
9100,3798017,5,2,0.144
9200,135136,1,2,0.356
9200,135136,2,2,0.337
9200,135136,3,2,0.245
9200,135136,4,2,0.192
9200,135136,5,2,0.132
9301,212223,1,2,0.337
9301,212223,2,2,0.307
9301,212223,3,2,0.218
9301,212223,4,2,0.187
9301,212223,5,2,0.158
9302,89228,1,2,0.304
9302,89228,2,2,0.28
9302,89228,3,2,0.215
9302,89228,4,2,0.155
9302,89228,5,2,0.122
9400,272150,1,2,0.301
9400,272150,2,2,0.257
9400,272150,3,2,0.214
9400,272150,4,2,0.178
9400,272150,5,2,0.142
9500,148252,1,2,0.329
9500,148252,2,2,0.301
9500,148252,3,2,0.231
9500,148252,4,2,0.166
9500,148252,5,2,0.103
9600,457299,1,2,0.342
9600,457299,2,2,0.297
9600,457299,3,2,0.236
9600,457299,4,2,0.182
9600,457299,5,2,0.133
9701,303656,1,2,0.394
9701,303656,2,2,0.34
9701,303656,3,2,0.265
9701,303656,4,2,0.213
9701,303656,5,2,0.137
9702,65826,1,2,0.397
9702,65826,2,2,0.342
9702,65826,3,2,0.277
9702,65826,4,2,0.189
9702,65826,5,2,0.128
9800,150911,1,2,0.381
9800,150911,2,2,0.377
9800,150911,3,2,0.247
9800,150911,4,2,0.202
9800,150911,5,2,0.145
9900,426634,1,2,0.337
9900,426634,2,2,0.295
9900,426634,3,2,0.224
9900,426634,4,2,0.173
9900,426634,5,2,0.155
10000,172606,1,2,0.305
10000,172606,2,2,0.241
10000,172606,3,2,0.203
10000,172606,4,2,0.185
10000,172606,5,2,0.145
10101,43992,1,2,0.357
10101,43992,2,2,0.306
10101,43992,3,2,0.248
10101,43992,4,2,0.223
10101,43992,5,2,0.154
10102,66396,1,2,0.372
10102,66396,2,2,0.294
10102,66396,3,2,0.235
10102,66396,4,2,0.173
10102,66396,5,2,0.114
10200,181765,1,2,0.378
10200,181765,2,2,0.334
10200,181765,3,2,0.26
10200,181765,4,2,0.195
10200,181765,5,2,0.165
10301,61458,1,2,0.385
10301,61458,2,2,0.316
10301,61458,3,2,0.259
10301,61458,4,2,0.138
10301,61458,5,2,0.104
10302,223605,1,2,0.336
10302,223605,2,2,0.271
10302,223605,3,2,0.217
10302,223605,4,2,0.168
10302,223605,5,2,0.116
10400,157091,1,2,0.345
10400,157091,2,2,0.294
10400,157091,3,2,0.196
10400,157091,4,2,0.174
10400,157091,5,2,0.132
10501,95083,1,2,0.361
10501,95083,2,2,0.306
10501,95083,3,2,0.214
10501,95083,4,2,0.161
10501,95083,5,2,0.094
10502,105093,1,2,0.355
10502,105093,2,2,0.31
10502,105093,3,2,0.215
10502,105093,4,2,0.155
10502,105093,5,2,0.133
10600,161169,1,2,0.262
10600,161169,2,2,0.237
10600,161169,3,2,0.173
10600,161169,4,2,0.142
10600,161169,5,2,0.103
10700,1038182,1,2,0.344
10700,1038182,2,2,0.291
10700,1038182,3,2,0.22
10700,1038182,4,2,0.17
10700,1038182,5,2,0.128
10801,261112,1,2,0.374
10801,261112,2,2,0.301
10801,261112,3,2,0.216
10801,261112,4,2,0.168
10801,261112,5,2,0.131
10802,63233,1,2,0.354
10802,63233,2,2,0.32
10802,63233,3,2,0.225
10802,63233,4,2,0.168
10802,63233,5,2,0.131
10900,623252,1,2,0.304
10900,623252,2,2,0.253
10900,623252,3,2,0.21
10900,623252,4,2,0.177
10900,623252,5,2,0.14
11001,599405,1,2,0.379
11001,599405,2,2,0.313
11001,599405,3,2,0.231
11001,599405,4,2,0.176
11001,599405,5,2,0.131
11002,76853,1,2,0.361
11002,76853,2,2,0.279
11002,76853,3,2,0.221
11002,76853,4,2,0.152
11002,76853,5,2,0.119
11101,367927,1,2,0.382
11101,367927,2,2,0.327
11101,367927,3,2,0.235
11101,367927,4,2,0.168
11101,367927,5,2,0.12
11102,80901,1,2,0.307
11102,80901,2,2,0.284
11102,80901,3,2,0.198
11102,80901,4,2,0.139
11102,80901,5,2,0.109
11201,199334,1,2,0.223
11201,199334,2,2,0.206
11201,199334,3,2,0.159
11201,199334,4,2,0.141
11201,199334,5,2,0.121
11202,53037,1,2,0.195
11202,53037,2,2,0.202
11202,53037,3,2,0.157
11202,53037,4,2,0.125
11202,53037,5,2,0.129
11203,84011,1,2,0.229
11203,84011,2,2,0.189
11203,84011,3,2,0.155
11203,84011,4,2,0.139
11203,84011,5,2,0.142
11301,241044,1,2,0.229
11301,241044,2,2,0.197
11301,241044,3,2,0.189
11301,241044,4,2,0.159
11301,241044,5,2,0.122
11302,2512431,1,2,0.262
11302,2512431,2,2,0.236
11302,2512431,3,2,0.187
11302,2512431,4,2,0.147
11302,2512431,5,2,0.109
11303,59342,1,2,0.285
11303,59342,2,2,0.231
11303,59342,3,2,0.213
11303,59342,4,2,0.189
11303,59342,5,2,0.102
11304,4632415,1,2,0.226
11304,4632415,2,2,0.207
11304,4632415,3,2,0.177
11304,4632415,4,2,0.15
11304,4632415,5,2,0.114
11401,121919,1,2,0.244
11401,121919,2,2,0.217
11401,121919,3,2,0.203
11401,121919,4,2,0.167
11401,121919,5,2,0.137
11402,114408,1,2,0.24
11402,114408,2,2,0.204
11402,114408,3,2,0.16
11402,114408,4,2,0.146
11402,114408,5,2,0.122
11403,57510,1,2,0.272
11403,57510,2,2,0.285
11403,57510,3,2,0.226
11403,57510,4,2,0.176
11403,57510,5,2,0.173
11500,303839,1,2,0.267
11500,303839,2,2,0.248
11500,303839,3,2,0.217
11500,303839,4,2,0.17
11500,303839,5,2,0.14
11600,5327827,1,2,0.332
11600,5327827,2,2,0.285
11600,5327827,3,2,0.239
11600,5327827,4,2,0.198
11600,5327827,5,2,0.145
11700,447728,1,2,0.294
11700,447728,2,2,0.26
11700,447728,3,2,0.213
11700,447728,4,2,0.184
11700,447728,5,2,0.138
11800,136888,1,2,0.264
11800,136888,2,2,0.249
11800,136888,3,2,0.209
11800,136888,4,2,0.171
11800,136888,5,2,0.127
11900,540707,1,2,0.289
11900,540707,2,2,0.256
11900,540707,3,2,0.207
11900,540707,4,2,0.179
11900,540707,5,2,0.135
12001,120045,1,2,0.241
12001,120045,2,2,0.254
12001,120045,3,2,0.207
12001,120045,4,2,0.167
12001,120045,5,2,0.138
12002,52801,1,2,0.339
12002,52801,2,2,0.26
12002,52801,3,2,0.223
12002,52801,4,2,0.172
12002,52801,5,2,0.12
12100,509606,1,2,0.288
12100,509606,2,2,0.251
12100,509606,3,2,0.222
12100,509606,4,2,0.178
12100,509606,5,2,0.132
12200,1286045,1,2,0.282
12200,1286045,2,2,0.248
12200,1286045,3,2,0.205
12200,1286045,4,2,0.159
12200,1286045,5,2,0.125
12301,154452,1,2,0.28
12301,154452,2,2,0.267
12301,154452,3,2,0.229
12301,154452,4,2,0.191
12301,154452,5,2,0.141
12302,83975,1,2,0.295
12302,83975,2,2,0.289
12302,83975,3,2,0.229
12302,83975,4,2,0.187
12302,83975,5,2,0.167
12401,84783,1,2,0.295
12401,84783,2,2,0.228
12401,84783,3,2,0.187
12401,84783,4,2,0.171
12401,84783,5,2,0.12
12402,104421,1,2,0.272
12402,104421,2,2,0.237
12402,104421,3,2,0.214
12402,104421,4,2,0.18
12402,104421,5,2,0.143
12501,1179009,1,2,0.282
12501,1179009,2,2,0.246
12501,1179009,3,2,0.203
12501,1179009,4,2,0.172
12501,1179009,5,2,0.126
12502,109851,1,2,0.257
12502,109851,2,2,0.228
12502,109851,3,2,0.19
12502,109851,4,2,0.17
12502,109851,5,2,0.126
12600,104034,1,2,0.252
12600,104034,2,2,0.26
12600,104034,3,2,0.203
12600,104034,4,2,0.177
12600,104034,5,2,0.152
12701,1954800,1,2,0.275
12701,1954800,2,2,0.241
12701,1954800,3,2,0.199
12701,1954800,4,2,0.156
12701,1954800,5,2,0.119
12702,52963,1,2,0.286
12702,52963,2,2,0.232
12702,52963,3,2,0.197
12702,52963,4,2,0.168
12702,52963,5,2,0.144
12800,134026,1,2,0.214
12800,134026,2,2,0.217
12800,134026,3,2,0.172
12800,134026,4,2,0.152
12800,134026,5,2,0.109
12901,525970,1,2,0.255
12901,525970,2,2,0.248
12901,525970,3,2,0.216
12901,525970,4,2,0.179
12901,525970,5,2,0.139
12902,40195,1,2,0.257
12902,40195,2,2,0.236
12902,40195,3,2,0.187
12902,40195,4,2,0.168
12902,40195,5,2,0.149
12903,86667,1,2,0.232
12903,86667,2,2,0.238
12903,86667,3,2,0.193
12903,86667,4,2,0.16
12903,86667,5,2,0.135
13000,176597,1,2,0.265
13000,176597,2,2,0.229
13000,176597,3,2,0.202
13000,176597,4,2,0.155
13000,176597,5,2,0.125
13101,1100767,1,2,0.266
13101,1100767,2,2,0.244
13101,1100767,3,2,0.211
13101,1100767,4,2,0.17
13101,1100767,5,2,0.133
13102,49985,1,2,0.244
13102,49985,2,2,0.229
13102,49985,3,2,0.196
13102,49985,4,2,0.148
13102,49985,5,2,0.142
13103,66605,1,2,0.247
13103,66605,2,2,0.211
13103,66605,3,2,0.19
13103,66605,4,2,0.125
13103,66605,5,2,0.129
13200,177640,1,2,0.251
13200,177640,2,2,0.21
13200,177640,3,2,0.174
13200,177640,4,2,0.139
13200,177640,5,2,0.116
13300,246623,1,2,0.253
13300,246623,2,2,0.225
13300,246623,3,2,0.182
13300,246623,4,2,0.145
13300,246623,5,2,0.112
13400,260393,1,2,0.257
13400,260393,2,2,0.208
13400,260393,3,2,0.155
13400,260393,4,2,0.122
13400,260393,5,2,0.102
13501,834343,1,2,0.281
13501,834343,2,2,0.245
13501,834343,3,2,0.207
13501,834343,4,2,0.173
13501,834343,5,2,0.134
13502,98981,1,2,0.239
13502,98981,2,2,0.229
13502,98981,3,2,0.175
13502,98981,4,2,0.146
13502,98981,5,2,0.111
13600,657906,1,2,0.312
13600,657906,2,2,0.256
13600,657906,3,2,0.22
13600,657906,4,2,0.167
13600,657906,5,2,0.127
13700,372184,1,2,0.256
13700,372184,2,2,0.221
13700,372184,3,2,0.186
13700,372184,4,2,0.164
13700,372184,5,2,0.129
13800,129528,1,2,0.234
13800,129528,2,2,0.231
13800,129528,3,2,0.18
13800,129528,4,2,0.151
13800,129528,5,2,0.128
13900,192308,1,2,0.269
13900,192308,2,2,0.249
13900,192308,3,2,0.185
13900,192308,4,2,0.174
13900,192308,5,2,0.141
14000,415487,1,2,0.288
14000,415487,2,2,0.255
14000,415487,3,2,0.212
14000,415487,4,2,0.176
14000,415487,5,2,0.129
14100,557161,1,2,0.28
14100,557161,2,2,0.244
14100,557161,3,2,0.197
14100,557161,4,2,0.16
14100,557161,5,2,0.115
14200,1507346,1,2,0.296
14200,1507346,2,2,0.264
14200,1507346,3,2,0.212
14200,1507346,4,2,0.171
14200,1507346,5,2,0.126
14300,163284,1,2,0.232
14300,163284,2,2,0.213
14300,163284,3,2,0.188
14300,163284,4,2,0.145
14300,163284,5,2,0.108
14400,261832,1,2,0.255
14400,261832,2,2,0.232
14400,261832,3,2,0.204
14400,261832,4,2,0.149
14400,261832,5,2,0.126
14500,347966,1,2,0.254
14500,347966,2,2,0.224
14500,347966,3,2,0.184
14500,347966,4,2,0.156
14500,347966,5,2,0.123
14600,280923,1,2,0.247
14600,280923,2,2,0.216
14600,280923,3,2,0.195
14600,280923,4,2,0.155
14600,280923,5,2,0.131
14700,388604,1,2,0.247
14700,388604,2,2,0.214
14700,388604,3,2,0.172
14700,388604,4,2,0.133
14700,388604,5,2,0.099
14801,55642,1,2,0.212
14801,55642,2,2,0.186
14801,55642,3,2,0.156
14801,55642,4,2,0.122
14801,55642,5,2,0.076
14802,54708,1,2,0.231
14802,54708,2,2,0.222
14802,54708,3,2,0.158
14802,54708,4,2,0.131
14802,54708,5,2,0.104
14900,675971,1,2,0.295
14900,675971,2,2,0.255
14900,675971,3,2,0.209
14900,675971,4,2,0.171
14900,675971,5,2,0.125
15000,700866,1,2,0.262
15000,700866,2,2,0.229
15000,700866,3,2,0.186
15000,700866,4,2,0.146
15000,700866,5,2,0.117
15100,423702,1,2,0.285
15100,423702,2,2,0.252
15100,423702,3,2,0.2
15100,423702,4,2,0.172
15100,423702,5,2,0.134
15200,2661167,1,2,0.297
15200,2661167,2,2,0.259
15200,2661167,3,2,0.207
15200,2661167,4,2,0.165
15200,2661167,5,2,0.123
15300,202967,1,2,0.261
15300,202967,2,2,0.223
15300,202967,3,2,0.2
15300,202967,4,2,0.162
15300,202967,5,2,0.131
15400,188410,1,2,0.242
15400,188410,2,2,0.223
15400,188410,3,2,0.177
15400,188410,4,2,0.152
15400,188410,5,2,0.117
15500,132008,1,2,0.253
15500,132008,2,2,0.216
15500,132008,3,2,0.188
15500,132008,4,2,0.144
15500,132008,5,2,0.117
15600,195637,1,2,0.234
15600,195637,2,2,0.226
15600,195637,3,2,0.178
15600,195637,4,2,0.132
15600,195637,5,2,0.126
15700,225682,1,2,0.237
15700,225682,2,2,0.225
15700,225682,3,2,0.183
15700,225682,4,2,0.153
15700,225682,5,2,0.127
15800,142321,1,2,0.242
15800,142321,2,2,0.212
15800,142321,3,2,0.19
15800,142321,4,2,0.164
15800,142321,5,2,0.149
15900,1663807,1,2,0.278
15900,1663807,2,2,0.248
15900,1663807,3,2,0.203
15900,1663807,4,2,0.166
15900,1663807,5,2,0.125
16000,326186,1,2,0.253
16000,326186,2,2,0.225
16000,326186,3,2,0.197
16000,326186,4,2,0.15
16000,326186,5,2,0.12
16100,310658,1,2,0.232
16100,310658,2,2,0.212
16100,310658,3,2,0.179
16100,310658,4,2,0.139
16100,310658,5,2,0.127
16200,411749,1,2,0.239
16200,411749,2,2,0.195
16200,411749,3,2,0.159
16200,411749,4,2,0.119
16200,411749,5,2,0.107
16300,2561364,1,2,0.242
16300,2561364,2,2,0.208
16300,2561364,3,2,0.168
16300,2561364,4,2,0.134
16300,2561364,5,2,0.104
16400,809682,1,2,0.275
16400,809682,2,2,0.233
16400,809682,3,2,0.193
16400,809682,4,2,0.158
16400,809682,5,2,0.113
16500,659098,1,2,0.265
16500,659098,2,2,0.232
16500,659098,3,2,0.19
16500,659098,4,2,0.15
16500,659098,5,2,0.123
16600,468038,1,2,0.252
16600,468038,2,2,0.231
16600,468038,3,2,0.196
16600,468038,4,2,0.166
16600,468038,5,2,0.119
16701,60271,1,2,0.239
16701,60271,2,2,0.225
16701,60271,3,2,0.193
16701,60271,4,2,0.153
16701,60271,5,2,0.113
16702,259942,1,2,0.243
16702,259942,2,2,0.223
16702,259942,3,2,0.173
16702,259942,4,2,0.146
16702,259942,5,2,0.132
16703,40323,1,2,0.265
16703,40323,2,2,0.207
16703,40323,3,2,0.152
16703,40323,4,2,0.121
16703,40323,5,2,0.119
16801,174251,1,2,0.236
16801,174251,2,2,0.228
16801,174251,3,2,0.181
16801,174251,4,2,0.153
16801,174251,5,2,0.121
16802,58143,1,2,0.211
16802,58143,2,2,0.172
16802,58143,3,2,0.138
16802,58143,4,2,0.116
16802,58143,5,2,0.106
16901,347345,1,2,0.23
16901,347345,2,2,0.219
16901,347345,3,2,0.178
16901,347345,4,2,0.158
16901,347345,5,2,0.143
16902,23028,1,2,0.219
16902,23028,2,2,0.19
16902,23028,3,2,0.134
16902,23028,4,2,0.136
16902,23028,5,2,0.113
17000,204354,1,2,0.204
17000,204354,2,2,0.182
17000,204354,3,2,0.169
17000,204354,4,2,0.131
17000,204354,5,2,0.109
17100,344380,1,2,0.251
17100,344380,2,2,0.229
17100,344380,3,2,0.181
17100,344380,4,2,0.159
17100,344380,5,2,0.146
17200,174641,1,2,0.264
17200,174641,2,2,0.218
17200,174641,3,2,0.192
17200,174641,4,2,0.153
17200,174641,5,2,0.117
17300,188559,1,2,0.239
17300,188559,2,2,0.23
17300,188559,3,2,0.188
17300,188559,4,2,0.157
17300,188559,5,2,0.131
17400,408535,1,2,0.234
17400,408535,2,2,0.21
17400,408535,3,2,0.172
17400,408535,4,2,0.145
17400,408535,5,2,0.118
17501,155822,1,2,0.239
17501,155822,2,2,0.219
17501,155822,3,2,0.187
17501,155822,4,2,0.138
17501,155822,5,2,0.14
17502,115649,1,2,0.247
17502,115649,2,2,0.224
17502,115649,3,2,0.177
17502,115649,4,2,0.153
17502,115649,5,2,0.121
17600,273489,1,2,0.255
17600,273489,2,2,0.232
17600,273489,3,2,0.196
17600,273489,4,2,0.164
17600,273489,5,2,0.132
17700,1080612,1,2,0.267
17700,1080612,2,2,0.233
17700,1080612,3,2,0.194
17700,1080612,4,2,0.162
17700,1080612,5,2,0.123
17800,161132,1,2,0.259
17800,161132,2,2,0.219
17800,161132,3,2,0.192
17800,161132,4,2,0.15
17800,161132,5,2,0.14
17900,294558,1,2,0.246
17900,294558,2,2,0.227
17900,294558,3,2,0.196
17900,294558,4,2,0.171
17900,294558,5,2,0.126
18000,2369699,1,2,0.274
18000,2369699,2,2,0.236
18000,2369699,3,2,0.195
18000,2369699,4,2,0.158
18000,2369699,5,2,0.121
18100,346894,1,2,0.254
18100,346894,2,2,0.229
18100,346894,3,2,0.194
18100,346894,4,2,0.149
18100,346894,5,2,0.122
18201,197898,1,2,0.259
18201,197898,2,2,0.221
18201,197898,3,2,0.181
18201,197898,4,2,0.143
18201,197898,5,2,0.1
18202,41086,1,2,0.177
18202,41086,2,2,0.219
18202,41086,3,2,0.161
18202,41086,4,2,0.114
18202,41086,5,2,0.095
18300,250613,1,2,0.25
18300,250613,2,2,0.229
18300,250613,3,2,0.195
18300,250613,4,2,0.155
18300,250613,5,2,0.109
18400,169879,1,2,0.253
18400,169879,2,2,0.224
18400,169879,3,2,0.181
18400,169879,4,2,0.172
18400,169879,5,2,0.142
18500,110160,1,2,0.257
18500,110160,2,2,0.23
18500,110160,3,2,0.204
18500,110160,4,2,0.149
18500,110160,5,2,0.122
18600,1061509,1,2,0.258
18600,1061509,2,2,0.22
18600,1061509,3,2,0.188
18600,1061509,4,2,0.148
18600,1061509,5,2,0.117
18700,191962,1,2,0.223
18700,191962,2,2,0.199
18700,191962,3,2,0.161
18700,191962,4,2,0.14
18700,191962,5,2,0.101
18800,857487,1,2,0.235
18800,857487,2,2,0.212
18800,857487,3,2,0.179
18800,857487,4,2,0.15
18800,857487,5,2,0.119
18900,227275,1,2,0.248
18900,227275,2,2,0.208
18900,227275,3,2,0.16
18900,227275,4,2,0.133
18900,227275,5,2,0.113
19000,637958,1,2,0.252
19000,637958,2,2,0.208
19000,637958,3,2,0.175
19000,637958,4,2,0.134
19000,637958,5,2,0.105
19100,1114959,1,2,0.241
19100,1114959,2,2,0.202
19100,1114959,3,2,0.163
19100,1114959,4,2,0.127
19100,1114959,5,2,0.106
19200,1051424,1,2,0.242
19200,1051424,2,2,0.214
19200,1051424,3,2,0.17
19200,1051424,4,2,0.134
19200,1051424,5,2,0.106
19300,873232,1,2,0.255
19300,873232,2,2,0.225
19300,873232,3,2,0.191
19300,873232,4,2,0.159
19300,873232,5,2,0.128
19400,11781395,1,2,0.255
19400,11781395,2,2,0.222
19400,11781395,3,2,0.189
19400,11781395,4,2,0.152
19400,11781395,5,2,0.113
19500,1126217,1,2,0.245
19500,1126217,2,2,0.212
19500,1126217,3,2,0.186
19500,1126217,4,2,0.156
19500,1126217,5,2,0.117
19600,5822286,1,2,0.257
19600,5822286,2,2,0.223
19600,5822286,3,2,0.187
19600,5822286,4,2,0.149
19600,5822286,5,2,0.107
19700,5602247,1,2,0.256
19700,5602247,2,2,0.224
19700,5602247,3,2,0.186
19700,5602247,4,2,0.146
19700,5602247,5,2,0.112
19800,586216,1,2,0.249
19800,586216,2,2,0.23
19800,586216,3,2,0.191
19800,586216,4,2,0.159
19800,586216,5,2,0.119
19901,439269,1,2,0.271
19901,439269,2,2,0.242
19901,439269,3,2,0.197
19901,439269,4,2,0.166
19901,439269,5,2,0.122
19902,154018,1,2,0.269
19902,154018,2,2,0.243
19902,154018,3,2,0.19
19902,154018,4,2,0.151
19902,154018,5,2,0.121
19903,51398,1,2,0.311
19903,51398,2,2,0.254
19903,51398,3,2,0.21
19903,51398,4,2,0.153
19903,51398,5,2,0.122
20001,289843,1,2,0.232
20001,289843,2,2,0.233
20001,289843,3,2,0.203
20001,289843,4,2,0.169
20001,289843,5,2,0.148
20002,33941,1,2,0.265
20002,33941,2,2,0.233
20002,33941,3,2,0.193
20002,33941,4,2,0.152
20002,33941,5,2,0.146
20003,73938,1,2,0.236
20003,73938,2,2,0.208
20003,73938,3,2,0.181
20003,73938,4,2,0.16
20003,73938,5,2,0.106
20100,690459,1,2,0.239
20100,690459,2,2,0.229
20100,690459,3,2,0.205
20100,690459,4,2,0.171
20100,690459,5,2,0.134
20200,321496,1,2,0.246
20200,321496,2,2,0.221
20200,321496,3,2,0.183
20200,321496,4,2,0.153
20200,321496,5,2,0.133
20301,95549,1,2,0.243
20301,95549,2,2,0.224
20301,95549,3,2,0.183
20301,95549,4,2,0.154
20301,95549,5,2,0.122
20302,265884,1,2,0.24
20302,265884,2,2,0.215
20302,265884,3,2,0.188
20302,265884,4,2,0.155
20302,265884,5,2,0.126
20401,1582997,1,2,0.253
20401,1582997,2,2,0.225
20401,1582997,3,2,0.19
20401,1582997,4,2,0.154
20401,1582997,5,2,0.122
20403,14987,1,2,0.271
20403,14987,2,2,0.256
20403,14987,3,2,0.196
20403,14987,4,2,0.198
20403,14987,5,2,0.169
20500,4974945,1,2,0.226
20500,4974945,2,2,0.202
20500,4974945,3,2,0.172
20500,4974945,4,2,0.144
20500,4974945,5,2,0.112
20600,1193391,1,2,0.229
20600,1193391,2,2,0.209
20600,1193391,3,2,0.192
20600,1193391,4,2,0.158
20600,1193391,5,2,0.129
20700,118041,1,2,0.234
20700,118041,2,2,0.225
20700,118041,3,2,0.192
20700,118041,4,2,0.167
20700,118041,5,2,0.143
20800,680014,1,2,0.253
20800,680014,2,2,0.227
20800,680014,3,2,0.191
20800,680014,4,2,0.148
20800,680014,5,2,0.125
20901,3405565,1,2,0.253
20901,3405565,2,2,0.217
20901,3405565,3,2,0.186
20901,3405565,4,2,0.15
20901,3405565,5,2,0.113
20902,171947,1,2,0.232
20902,171947,2,2,0.23
20902,171947,3,2,0.205
20902,171947,4,2,0.171
20902,171947,5,2,0.132
21001,47701,1,2,0.235
21001,47701,2,2,0.218
21001,47701,3,2,0.192
21001,47701,4,2,0.153
21001,47701,5,2,0.123
21002,47063,1,2,0.265
21002,47063,2,2,0.226
21002,47063,3,2,0.156
21002,47063,4,2,0.142
21002,47063,5,2,0.111
21003,32049,1,2,0.247
21003,32049,2,2,0.206
21003,32049,3,2,0.196
21003,32049,4,2,0.155
21003,32049,5,2,0.174
21004,67833,1,2,0.251
21004,67833,2,2,0.233
21004,67833,3,2,0.187
21004,67833,4,2,0.155
21004,67833,5,2,0.126
21101,92542,1,2,0.266
21101,92542,2,2,0.215
21101,92542,3,2,0.183
21101,92542,4,2,0.14
21101,92542,5,2,0.115
21102,56993,1,2,0.239
21102,56993,2,2,0.208
